cf_score_0,cf_score_1,geoid,num_votes_0,num_votes_1,tot_votes,midpoint
-1.2040391609999999,0.494678369,30001,207.0,73.0,280.0,-0.354680396
-1.2040391609999999,0.494678369,30002,212.0,187.0,399.0,-0.354680396
-1.2040391609999999,0.494678369,30003,30.0,78.0,108.0,-0.354680396
-1.2040391609999999,0.494678369,30004,97.0,113.0,210.0,-0.354680396
-1.2040391609999999,0.494678369,30005,167.0,300.0,467.0,-0.354680396
-1.2040391609999999,0.494678369,30006,142.0,180.0,322.0,-0.354680396
-1.2040391609999999,0.494678369,30007,134.0,209.0,343.0,-0.354680396
-1.2040391609999999,0.494678369,30008,199.0,323.0,522.0,-0.354680396
-1.2040391609999999,0.494678369,30009,152.0,293.0,445.0,-0.354680396
-1.2040391609999999,0.494678369,30010,172.0,258.0,430.0,-0.354680396
-1.2040391609999999,0.494678369,30011,24.0,42.0,66.0,-0.354680396
-1.2040391609999999,0.494678369,30012,90.0,117.0,207.0,-0.354680396
-1.2040391609999999,0.494678369,30013,99.0,147.0,246.0,-0.354680396
-0.70424203,0.49956023,30014,97.0,178.0,275.0,-0.10234089999999997
-1.2040391609999999,0.494678369,30015,65.0,152.0,217.0,-0.354680396
-1.2040391609999999,0.494678369,30016,72.0,227.0,299.0,-0.354680396
-0.70424203,0.49956023,30017,48.0,113.0,161.0,-0.10234089999999997
-1.2040391609999999,0.494678369,30018,109.0,151.0,260.0,-0.354680396
-1.2040391609999999,0.494678369,30019,181.0,271.0,452.0,-0.354680396
-1.2040391609999999,0.494678369,30020,187.0,283.0,470.0,-0.354680396
-1.2040391609999999,0.494678369,30021,60.0,155.0,215.0,-0.354680396
-1.2040391609999999,0.494678369,30022,86.0,153.0,239.0,-0.354680396
-1.2040391609999999,0.494678369,30023,119.0,228.0,347.0,-0.354680396
-0.70424203,0.49956023,30024,48.0,113.0,161.0,-0.10234089999999997
-0.70424203,0.49956023,30025,68.0,93.0,161.0,-0.10234089999999997
-0.70424203,0.49956023,30026,119.0,319.0,438.0,-0.10234089999999997
-1.2040391609999999,0.494678369,30027,95.0,184.0,279.0,-0.354680396
-1.2040391609999999,0.494678369,30028,54.0,106.0,160.0,-0.354680396
-1.2040391609999999,0.494678369,30029,89.0,249.0,338.0,-0.354680396
-1.2040391609999999,0.494678369,30030,197.0,275.0,472.0,-0.354680396
-1.2040391609999999,0.494678369,30031,56.0,48.0,104.0,-0.354680396
-1.2040391609999999,0.494678369,30032,339.0,259.0,598.0,-0.354680396
-1.2040391609999999,0.494678369,30034,184.0,160.0,344.0,-0.354680396
-1.2040391609999999,0.494678369,30035,205.0,179.0,384.0,-0.354680396
-1.2040391609999999,0.494678369,30036,163.0,176.0,339.0,-0.354680396
-1.2040391609999999,0.494678369,30037,154.0,231.0,385.0,-0.354680396
-1.2040391609999999,0.494678369,30038,41.0,55.0,96.0,-0.354680396
-1.2040391609999999,0.494678369,30039,152.0,233.0,385.0,-0.354680396
-1.2040391609999999,0.494678369,30040,81.0,183.0,264.0,-0.354680396
-0.964038347,0.655905136,70001,139.0,193.0,332.0,-0.1540666055
-0.964038347,0.655905136,70002,124.0,174.0,298.0,-0.1540666055
-0.964038347,0.655905136,70053,229.0,157.0,386.0,-0.1540666055
-0.964038347,0.655905136,70054,230.0,216.0,446.0,-0.1540666055
-0.964038347,0.655905136,70055,539.0,413.0,952.0,-0.1540666055
-0.964038347,0.655905136,70059,156.0,141.0,297.0,-0.1540666055
-0.964038347,0.655905136,70060,216.0,206.0,422.0,-0.1540666055
-0.964038347,0.655905136,70061,278.0,190.0,468.0,-0.1540666055
-0.964038347,0.655905136,70062,92.0,80.0,172.0,-0.1540666055
-0.964038347,0.655905136,70063,167.0,247.0,414.0,-0.1540666055
-0.964038347,0.655905136,70071,194.0,123.0,317.0,-0.1540666055
-0.964038347,0.655905136,70078,176.0,173.0,349.0,-0.1540666055
-0.964038347,0.655905136,70081,257.0,289.0,546.0,-0.1540666055
-0.964038347,0.655905136,70086,46.0,36.0,82.0,-0.1540666055
-0.964038347,0.655905136,70087,197.0,295.0,492.0,-0.1540666055
-0.964038347,0.655905136,70088,55.0,54.0,109.0,-0.1540666055
-0.964038347,0.655905136,70093,144.0,211.0,355.0,-0.1540666055
-1.133176248,0.34806758200000004,70096,63.0,0.0,63.0,-0.392554333
-0.964038347,0.655905136,70097,148.0,132.0,280.0,-0.1540666055
-0.964038347,0.655905136,70098,183.0,138.0,321.0,-0.1540666055
-0.964038347,0.655905136,70099,73.0,108.0,181.0,-0.1540666055
-1.2040391609999999,0.494678369,90001,282.0,263.0,545.0,-0.354680396
-1.2040391609999999,0.494678369,90003,158.0,197.0,355.0,-0.354680396
-1.2040391609999999,0.494678369,90004,268.0,262.0,530.0,-0.354680396
-1.2040391609999999,0.494678369,90006,144.0,115.0,259.0,-0.354680396
-1.2040391609999999,0.494678369,90007,128.0,123.0,251.0,-0.354680396
-1.2040391609999999,0.494678369,90008,69.0,110.0,179.0,-0.354680396
-1.2040391609999999,0.494678369,90009,172.0,231.0,403.0,-0.354680396
-1.2040391609999999,0.494678369,90010,163.0,157.0,320.0,-0.354680396
-1.2040391609999999,0.494678369,90011,99.0,120.0,219.0,-0.354680396
-1.2040391609999999,0.494678369,90012,82.0,144.0,226.0,-0.354680396
-1.2040391609999999,0.494678369,90013,76.0,141.0,217.0,-0.354680396
-1.2040391609999999,0.494678369,90014,64.0,113.0,177.0,-0.354680396
-1.2040391609999999,0.494678369,90015,97.0,149.0,246.0,-0.354680396
-1.2040391609999999,0.494678369,90016,77.0,58.0,135.0,-0.354680396
-1.2040391609999999,0.494678369,90017,158.0,189.0,347.0,-0.354680396
-1.2040391609999999,0.494678369,90018,74.0,173.0,247.0,-0.354680396
-1.2040391609999999,0.494678369,90019,59.0,107.0,166.0,-0.354680396
-1.2040391609999999,0.494678369,90020,84.0,113.0,197.0,-0.354680396
-1.2040391609999999,0.494678369,90021,114.0,161.0,275.0,-0.354680396
-0.70424203,0.49956023,90022,85.0,126.0,211.0,-0.10234089999999997
-0.70424203,0.49956023,90023,88.0,146.0,234.0,-0.10234089999999997
-1.2040391609999999,0.494678369,90024,297.0,335.0,632.0,-0.354680396
-1.2040391609999999,0.494678369,90026,111.0,150.0,261.0,-0.354680396
-1.2040391609999999,0.494678369,90027,119.0,192.0,311.0,-0.354680396
-1.2040391609999999,0.494678369,90028,59.0,99.0,158.0,-0.354680396
-1.2040391609999999,0.494678369,90029,67.0,97.0,164.0,-0.354680396
-1.2040391609999999,0.494678369,90030,61.0,106.0,167.0,-0.354680396
-1.2040391609999999,0.494678369,90031,121.0,130.0,251.0,-0.354680396
-1.2040391609999999,0.494678369,90032,79.0,115.0,194.0,-0.354680396
-1.2040391609999999,0.494678369,90033,59.0,89.0,148.0,-0.354680396
-1.2040391609999999,0.494678369,90034,96.0,129.0,225.0,-0.354680396
-1.2040391609999999,0.494678369,90035,109.0,178.0,287.0,-0.354680396
-1.2040391609999999,0.494678369,90036,91.0,155.0,246.0,-0.354680396
-1.2040391609999999,0.494678369,90037,105.0,124.0,229.0,-0.354680396
-1.2040391609999999,0.494678369,90038,115.0,152.0,267.0,-0.354680396
-1.2040391609999999,0.494678369,90039,82.0,138.0,220.0,-0.354680396
-1.2040391609999999,0.494678369,90040,102.0,95.0,197.0,-0.354680396
-1.2040391609999999,0.494678369,90041,183.0,220.0,403.0,-0.354680396
-1.2040391609999999,0.494678369,90042,202.0,166.0,368.0,-0.354680396
-1.2040391609999999,0.494678369,90043,157.0,183.0,340.0,-0.354680396
-1.2040391609999999,0.494678369,90044,149.0,148.0,297.0,-0.354680396
-1.2040391609999999,0.494678369,90045,139.0,136.0,275.0,-0.354680396
-1.2040391609999999,0.494678369,90046,128.0,145.0,273.0,-0.354680396
-1.2040391609999999,0.494678369,90047,94.0,79.0,173.0,-0.354680396
-1.2040391609999999,0.494678369,90048,103.0,82.0,185.0,-0.354680396
-1.2040391609999999,0.494678369,90049,111.0,73.0,184.0,-0.354680396
-1.2040391609999999,0.494678369,90050,116.0,96.0,212.0,-0.354680396
-1.2040391609999999,0.494678369,90051,144.0,148.0,292.0,-0.354680396
-1.2040391609999999,0.494678369,90052,142.0,102.0,244.0,-0.354680396
-1.2040391609999999,0.494678369,90053,157.0,120.0,277.0,-0.354680396
-1.2040391609999999,0.494678369,90054,161.0,113.0,274.0,-0.354680396
-1.2040391609999999,0.494678369,90055,133.0,106.0,239.0,-0.354680396
-1.2040391609999999,0.494678369,90056,94.0,119.0,213.0,-0.354680396
-1.2040391609999999,0.494678369,90057,139.0,175.0,314.0,-0.354680396
-1.2040391609999999,0.494678369,90058,64.0,64.0,128.0,-0.354680396
-1.2040391609999999,0.494678369,90059,97.0,130.0,227.0,-0.354680396
-1.2040391609999999,0.494678369,90060,89.0,88.0,177.0,-0.354680396
-1.2040391609999999,0.494678369,90061,52.0,99.0,151.0,-0.354680396
-1.2040391609999999,0.494678369,90062,104.0,126.0,230.0,-0.354680396
-1.2040391609999999,0.494678369,90063,262.0,403.0,665.0,-0.354680396
-1.2040391609999999,0.494678369,90065,123.0,159.0,282.0,-0.354680396
-1.2040391609999999,0.494678369,90066,113.0,198.0,311.0,-0.354680396
-1.2040391609999999,0.494678369,90067,6.0,8.0,14.0,-0.354680396
-1.2040391609999999,0.494678369,90068,122.0,95.0,217.0,-0.354680396
-1.2040391609999999,0.494678369,90069,54.0,38.0,92.0,-0.354680396
-1.2040391609999999,0.494678369,90070,60.0,40.0,100.0,-0.354680396
-1.2040391609999999,0.494678369,90071,276.0,155.0,431.0,-0.354680396
-1.2040391609999999,0.494678369,90073,98.0,82.0,180.0,-0.354680396
-1.2040391609999999,0.494678369,90074,190.0,101.0,291.0,-0.354680396
-1.2040391609999999,0.494678369,90075,138.0,99.0,237.0,-0.354680396
-1.2040391609999999,0.494678369,90076,28.0,40.0,68.0,-0.354680396
